cognome,nome,classe,disciplina,data_valutazione,voto,tipo
Maderna,Laureano,5CIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-04-09,8.7,scritto
Staglieno,Pierluigi,5CIT,Gestione Progetto e Organizzazione d'Impresa,2024-03-07,3.1,orale
Schiavo,Amedeo,5CIT,Storia,2024-01-12,7.0,scritto
Rensi,Michelangelo,3BIT,Informatica,2023-11-18,5.8,scritto
Giorgetti,Alfredo,4BIT,Lingua e Letteratura Italiana,2024-05-30,5.0,orale
Rubbia,Domenico,3BIT,Gestione Progetto e Organizzazione d'Impresa,2024-03-24,3.3,orale
Peranda,Alina,3BIT,Storia,2023-12-03,8.9,scritto
Blasi,Mirko,4BIT,Lingua Inglese,2024-03-15,3.5,pratico
Vianello,Ezio,4BIT,Sistemi e Reti,2024-02-01,8.3,pratico
Dossetti,Liberto,4BIT,Sistemi e Reti,2024-02-15,3.1,scritto
Caffarelli,Luca,4BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-03-22,6.6,pratico
Cipolla,Federica,3BIT,Scienze Motorie e Sportive,2024-01-23,3.9,pratico
Caffarelli,Luca,4BIT,Matematica,2024-01-25,7.2,pratico
Perini,Luigi,5CIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2023-12-11,3.5,scritto
Tamburini,Gemma,4BIT,Religione Cattolica,2023-10-08,9.1,scritto
Soranzo,Raffaellino,4BIT,Religione Cattolica,2024-03-15,7.0,scritto
Campise,Liberto,3BIT,Lingua Inglese,2023-12-02,4.4,pratico
Florio,Veronica,5CIT,Gestione Progetto e Organizzazione d'Impresa,2024-05-13,5.2,pratico
Esposito,Maurilio,3BIT,Storia,2023-11-23,9.2,orale
Esposito,Maurilio,3BIT,Religione Cattolica,2024-04-23,4.2,pratico
Caffarelli,Luca,4BIT,Scienze Motorie e Sportive,2024-03-24,6.0,orale
Giorgetti,Alfredo,4BIT,Lingua Inglese,2024-05-08,5.2,pratico
Petrocelli,Anita,3BIT,Matematica,2023-10-23,4.6,orale
Palmisano,Allegra,5CIT,Sistemi e Reti,2024-02-11,5.9,pratico
Caffarelli,Luca,4BIT,Scienze Motorie e Sportive,2024-04-19,6.3,pratico
Pezzali,Saverio,5CIT,Sistemi e Reti,2023-12-09,7.3,scritto
Boito,Carla,5CIT,Religione Cattolica,2023-11-16,4.1,pratico
Lippomano,Alessandro,4BIT,Gestione Progetto e Organizzazione d'Impresa,2024-03-30,6.6,pratico
Pennetta,Griselda,5CIT,Gestione Progetto e Organizzazione d'Impresa,2024-01-20,5.0,orale
Bajardi,Arturo,5CIT,Scienze Motorie e Sportive,2024-01-25,7.8,scritto
Carocci,Emma,5CIT,Lingua e Letteratura Italiana,2023-11-12,6.2,pratico
Palmisano,Allegra,5CIT,Storia,2024-01-26,3.8,orale
Cimini,Tatiana,5CIT,Gestione Progetto e Organizzazione d'Impresa,2024-03-01,3.4,orale
Montalcini,Niccolò,5CIT,Sistemi e Reti,2023-11-21,6.5,orale
Campise,Liberto,3BIT,Storia,2024-02-02,5.8,scritto
Monduzzi,Loredana,5CIT,Scienze Motorie e Sportive,2024-03-14,3.7,pratico
Saraceno,Corrado,3BIT,Matematica,2023-11-22,6.0,orale
Delle,Fulvio,5CIT,Informatica,2024-01-26,4.4,scritto
Coardi,Franco,4BIT,Religione Cattolica,2023-11-04,6.3,pratico
Carfagna,Zaira,4BIT,Informatica,2023-11-05,5.6,scritto
Alfieri,Ivan,3BIT,Religione Cattolica,2023-09-17,5.5,orale
Esposito,Maurilio,3BIT,Informatica,2024-03-04,6.5,orale
Antonelli,Maura,3BIT,Lingua Inglese,2024-03-12,5.6,scritto
Gemito,Ludovico,3BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-02-08,9.4,orale
Crespi,Damiano,3BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-03-27,5.6,pratico
Staglieno,Pierluigi,5CIT,Matematica,2024-03-25,7.0,orale
Sgarbi,Fortunata,5CIT,Informatica,2023-12-27,3.1,pratico
Taliani,Maurizio,4BIT,Scienze Motorie e Sportive,2024-01-28,8.3,orale
Delle,Fulvio,5CIT,Gestione Progetto e Organizzazione d'Impresa,2023-12-23,9.6,orale
Bajamonti,Tonino,3BIT,Storia,2024-03-22,9.1,scritto
Dossetti,Liberto,4BIT,Lingua e Letteratura Italiana,2023-11-03,4.1,orale
Tamburini,Gemma,4BIT,Informatica,2024-01-19,4.7,scritto
Gemito,Ludovico,3BIT,Lingua Inglese,2023-10-01,9.1,pratico
Esposito,Maurilio,3BIT,Informatica,2023-10-31,3.5,orale
Gentilini,Lina,3BIT,Lingua Inglese,2024-02-13,5.4,pratico
Casini,Valentina,3BIT,Informatica,2024-01-11,9.5,scritto
Cafarchia,Alessandro,3BIT,Lingua e Letteratura Italiana,2024-05-28,10.0,pratico
Fantoni,Alphons,5CIT,Storia,2024-04-20,3.6,orale
Cafarchia,Alessandro,3BIT,Matematica,2024-01-20,5.6,orale
Mezzetta,Marcello,4BIT,Lingua Inglese,2024-01-14,3.8,pratico
Bajardi,Arturo,5CIT,Lingua e Letteratura Italiana,2023-10-23,9.5,orale
Florio,Veronica,5CIT,Lingua Inglese,2024-02-16,4.9,pratico
Giorgetti,Alfredo,4BIT,Lingua Inglese,2023-11-25,4.9,orale
Vianello,Ezio,4BIT,Sistemi e Reti,2024-05-17,7.0,orale
Pontecorvo,Mirko,5CIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-02-22,6.0,orale
Satriani,Fulvio,4BIT,Sistemi e Reti,2023-11-17,9.5,scritto
Nicoletti,Roberta,3BIT,Storia,2023-11-06,3.5,pratico
Simeoni,Mirco,4BIT,Matematica,2023-11-14,4.6,orale
Trentini,Matilda,4BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-01-19,6.6,pratico
Blasi,Mirko,4BIT,Scienze Motorie e Sportive,2024-01-12,3.1,scritto
Fantoni,Alphons,5CIT,Sistemi e Reti,2023-10-12,9.3,scritto
Matteotti,Patrizia,3BIT,Lingua Inglese,2024-02-06,8.6,scritto
Pezzali,Saverio,5CIT,Matematica,2024-03-18,4.4,scritto
Benussi,Giorgio,4BIT,Storia,2024-01-04,6.1,orale
Natta,Ludovico,5CIT,Scienze Motorie e Sportive,2024-04-30,7.1,scritto
Nicoletti,Roberta,3BIT,Storia,2023-09-30,5.4,pratico
Dossetti,Liberto,4BIT,Gestione Progetto e Organizzazione d'Impresa,2024-02-20,7.4,orale
Perini,Luigi,5CIT,Storia,2024-03-08,9.7,scritto
Ovadia,Telemaco,5CIT,Scienze Motorie e Sportive,2024-02-15,6.0,orale
Roero,Alberto,4BIT,Sistemi e Reti,2024-02-24,4.6,orale
Palmisano,Allegra,5CIT,Religione Cattolica,2023-12-30,3.8,orale
Coardi,Franco,4BIT,Lingua Inglese,2024-02-10,7.4,pratico
Monte,Berenice,3BIT,Lingua Inglese,2023-09-28,5.5,scritto
Trentini,Matilda,4BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-03-10,4.3,scritto
Trentini,Matilda,4BIT,Lingua e Letteratura Italiana,2023-12-01,8.9,orale
Tamburini,Gemma,4BIT,Matematica,2024-03-16,7.4,scritto
Sgarbi,Fortunata,5CIT,Lingua Inglese,2024-04-14,6.2,orale
Tommaseo,Letizia,5CIT,Matematica,2024-01-25,6.1,scritto
Esposito,Maurilio,3BIT,Storia,2023-11-12,4.2,scritto
Bajamonti,Tonino,3BIT,Lingua e Letteratura Italiana,2023-12-16,8.2,pratico
Bonaventura,Cecilia,4BIT,Informatica,2024-05-13,4.3,orale
Caffarelli,Luca,4BIT,Lingua e Letteratura Italiana,2024-02-15,4.0,scritto
Bonaventura,Cecilia,4BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-05-29,5.0,scritto
Roero,Alberto,4BIT,Scienze Motorie e Sportive,2024-06-03,8.0,scritto
Pennetta,Griselda,5CIT,Informatica,2024-05-16,9.9,orale
Zabarella,Fedele,4BIT,Scienze Motorie e Sportive,2023-12-24,7.1,pratico
Stefanelli,Amadeo,4BIT,Gestione Progetto e Organizzazione d'Impresa,2024-01-31,7.5,scritto
Perini,Luigi,5CIT,Scienze Motorie e Sportive,2024-03-16,6.1,orale
Coardi,Franco,4BIT,Sistemi e Reti,2024-03-17,4.6,scritto
Gemito,Ludovico,3BIT,Informatica,2024-01-19,3.7,pratico
Ovadia,Telemaco,5CIT,Lingua e Letteratura Italiana,2023-12-22,4.7,scritto
Cafarchia,Alessandro,3BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-03-28,6.3,orale
Mezzetta,Marcello,4BIT,Gestione Progetto e Organizzazione d'Impresa,2023-11-28,6.7,scritto
Giorgetti,Alfredo,4BIT,Scienze Motorie e Sportive,2024-02-05,9.1,orale
Vianello,Ezio,4BIT,Gestione Progetto e Organizzazione d'Impresa,2024-01-19,5.5,pratico
Pedrazzini,Atenulf,5CIT,Matematica,2024-01-06,6.4,orale
Bajardi,Arturo,5CIT,Sistemi e Reti,2023-10-14,4.5,scritto
Benussi,Giorgio,4BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2023-10-22,3.9,pratico
Giorgetti,Alfredo,4BIT,Lingua e Letteratura Italiana,2024-05-23,9.5,scritto
Rubbia,Domenico,3BIT,Religione Cattolica,2023-10-09,7.1,scritto
Saraceno,Corrado,3BIT,Lingua e Letteratura Italiana,2024-05-14,4.4,orale
Saraceno,Corrado,3BIT,Sistemi e Reti,2024-05-12,8.2,pratico
Dossetti,Liberto,4BIT,Lingua Inglese,2024-01-23,6.4,scritto
Florio,Veronica,5CIT,Lingua Inglese,2024-05-10,4.9,pratico
Carocci,Emma,5CIT,Gestione Progetto e Organizzazione d'Impresa,2024-04-16,4.6,pratico
Esposito,Maurilio,3BIT,Gestione Progetto e Organizzazione d'Impresa,2023-11-04,5.7,scritto
Roero,Alberto,4BIT,Lingua e Letteratura Italiana,2024-02-18,4.7,orale
Sgarbi,Fortunata,5CIT,Sistemi e Reti,2024-01-06,4.2,orale
Pennetta,Griselda,5CIT,Lingua Inglese,2023-10-19,7.8,pratico
Ovadia,Telemaco,5CIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-03-16,3.0,pratico
Stefanelli,Amadeo,4BIT,Matematica,2023-10-21,5.5,scritto
Niscoromni,Ermes,4BIT,Gestione Progetto e Organizzazione d'Impresa,2024-05-11,6.5,scritto
Gemito,Ludovico,3BIT,Lingua e Letteratura Italiana,2023-12-17,5.6,orale
Carfagna,Zaira,4BIT,Storia,2024-06-02,7.0,orale
Benussi,Giorgio,4BIT,Scienze Motorie e Sportive,2024-05-03,9.5,orale
Dossetti,Liberto,4BIT,Storia,2024-03-20,3.5,scritto
Gentilini,Lina,3BIT,Storia,2024-02-08,8.3,orale
Monte,Berenice,3BIT,Lingua Inglese,2023-12-05,7.4,orale
Gentilini,Lina,3BIT,Sistemi e Reti,2023-11-10,5.9,pratico
Stefanelli,Amadeo,4BIT,Storia,2024-04-21,3.4,scritto
Casini,Valentina,3BIT,Gestione Progetto e Organizzazione d'Impresa,2024-04-14,8.6,orale
Delle,Fulvio,5CIT,Scienze Motorie e Sportive,2024-05-05,7.9,orale
Monte,Berenice,3BIT,Matematica,2023-10-07,3.9,orale
Gianetti,Elisa,4BIT,Gestione Progetto e Organizzazione d'Impresa,2023-09-16,8.8,scritto
Rubbia,Domenico,3BIT,Sistemi e Reti,2024-05-17,5.6,scritto
Tommaseo,Letizia,5CIT,Lingua Inglese,2024-02-20,6.2,pratico
Coardi,Franco,4BIT,Storia,2024-05-01,7.8,scritto
Cremonesi,Irma,3BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2023-10-13,10.0,scritto
Zacchia,Romina,4BIT,Informatica,2024-01-07,8.6,pratico
Casini,Valentina,3BIT,Lingua Inglese,2024-05-23,7.5,orale
Pennetta,Griselda,5CIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-04-18,7.5,orale
Zacchia,Romina,4BIT,Lingua Inglese,2023-09-22,7.1,pratico
Boito,Carla,5CIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2023-11-01,7.7,pratico
Marrone,Lisa,3BIT,Matematica,2023-11-06,7.8,scritto
Blasi,Mirko,4BIT,Lingua e Letteratura Italiana,2024-01-21,9.5,scritto
Florio,Veronica,5CIT,Lingua e Letteratura Italiana,2024-02-23,5.0,scritto
Bajamonti,Tonino,3BIT,Gestione Progetto e Organizzazione d'Impresa,2024-05-18,4.8,pratico
Tommaseo,Letizia,5CIT,Storia,2023-10-31,5.0,pratico
Soranzo,Raffaellino,4BIT,Sistemi e Reti,2023-10-03,5.7,orale
Delle,Fulvio,5CIT,Lingua e Letteratura Italiana,2023-11-15,6.3,orale
Seddio,Germana,3BIT,Lingua e Letteratura Italiana,2023-11-01,5.0,orale
Bonaventura,Cecilia,4BIT,Lingua e Letteratura Italiana,2024-05-02,8.7,orale
Bajamonti,Tonino,3BIT,Storia,2023-11-21,4.1,pratico
Giorgetti,Alfredo,4BIT,Storia,2024-03-01,3.6,pratico
Valier,Carmelo,4BIT,Scienze Motorie e Sportive,2024-05-13,9.0,pratico
Pedrazzini,Atenulf,5CIT,Matematica,2023-11-26,4.9,scritto
Giorgetti,Alfredo,4BIT,Lingua Inglese,2024-05-24,7.3,scritto
Maderna,Laureano,5CIT,Lingua e Letteratura Italiana,2024-04-02,4.9,pratico
Carocci,Emma,5CIT,Gestione Progetto e Organizzazione d'Impresa,2023-12-18,3.2,scritto
Matteotti,Patrizia,3BIT,Matematica,2024-02-13,9.9,orale
Montalcini,Niccolò,5CIT,Storia,2024-01-22,4.4,pratico
Vianello,Ezio,4BIT,Storia,2023-12-11,5.1,scritto
Zabarella,Fedele,4BIT,Matematica,2024-06-03,5.2,orale
Cipolla,Federica,3BIT,Scienze Motorie e Sportive,2024-01-31,6.1,scritto
Cremonesi,Irma,3BIT,Informatica,2023-12-30,5.3,scritto
Alfieri,Ivan,3BIT,Storia,2024-05-15,6.5,scritto
Matteotti,Patrizia,3BIT,Matematica,2024-04-30,9.6,orale
Zacchia,Romina,4BIT,Gestione Progetto e Organizzazione d'Impresa,2024-02-02,8.9,orale
Alighieri,Gabriele,5CIT,Storia,2024-03-17,8.5,orale
Cipolla,Federica,3BIT,Sistemi e Reti,2023-12-23,8.9,orale
Saraceno,Corrado,3BIT,Lingua e Letteratura Italiana,2023-12-21,5.2,orale
Cimini,Tatiana,5CIT,Gestione Progetto e Organizzazione d'Impresa,2024-04-21,9.7,pratico
Esposito,Maurilio,3BIT,Religione Cattolica,2024-04-23,9.8,scritto
Zabarella,Fedele,4BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-04-23,7.1,scritto
Crespi,Damiano,3BIT,Sistemi e Reti,2024-04-29,5.0,scritto
Perini,Luigi,5CIT,Lingua e Letteratura Italiana,2023-12-29,7.3,pratico
Carfagna,Zaira,4BIT,Lingua e Letteratura Italiana,2024-05-29,5.7,orale
Delle,Fulvio,5CIT,Religione Cattolica,2024-03-28,4.3,scritto
Rubbia,Domenico,3BIT,Scienze Motorie e Sportive,2024-06-05,4.7,scritto
Delle,Fulvio,5CIT,Storia,2024-03-25,5.6,scritto
Natta,Ludovico,5CIT,Gestione Progetto e Organizzazione d'Impresa,2024-04-14,3.2,scritto
Gonzaga,Ettore,5CIT,Lingua Inglese,2024-01-09,7.8,scritto
Valier,Carmelo,4BIT,Sistemi e Reti,2023-11-06,6.5,pratico
Carfagna,Zaira,4BIT,Storia,2024-01-05,7.3,scritto
Ceri,Augusto,4BIT,Gestione Progetto e Organizzazione d'Impresa,2023-12-03,4.1,scritto
Tamburini,Gemma,4BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-04-26,6.9,orale
Alighieri,Gabriele,5CIT,Lingua Inglese,2024-06-07,5.9,pratico
Maderna,Laureano,5CIT,Gestione Progetto e Organizzazione d'Impresa,2023-12-31,3.2,pratico
Monte,Berenice,3BIT,Gestione Progetto e Organizzazione d'Impresa,2024-03-21,5.6,orale
Bongiorno,Simone,3BIT,Matematica,2024-05-18,5.9,scritto
Ricci,Rita,3BIT,Gestione Progetto e Organizzazione d'Impresa,2023-11-26,4.7,scritto
Natta,Ludovico,5CIT,Storia,2024-05-18,4.3,scritto
Carocci,Emma,5CIT,Sistemi e Reti,2024-04-27,6.2,orale
Pavanello,Marta,5CIT,Lingua Inglese,2023-12-05,8.0,pratico
Lippomano,Alessandro,4BIT,Lingua Inglese,2023-12-28,5.7,orale
Pezzali,Saverio,5CIT,Gestione Progetto e Organizzazione d'Impresa,2024-05-24,5.3,pratico
Crespi,Damiano,3BIT,Matematica,2024-04-11,5.2,scritto
Bajamonti,Tonino,3BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-01-23,9.9,orale
Balotelli,Roberto,4BIT,Storia,2023-10-09,3.9,orale
Montalcini,Niccolò,5CIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-03-03,9.9,orale
Monte,Berenice,3BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-04-12,5.9,scritto
Saraceno,Corrado,3BIT,Scienze Motorie e Sportive,2024-04-08,6.7,scritto
Versace,Mattia,4BIT,Religione Cattolica,2023-12-09,7.5,pratico
Monte,Berenice,3BIT,Storia,2023-12-07,9.2,pratico
Coardi,Franco,4BIT,Matematica,2024-01-18,4.8,scritto
Taliani,Maurizio,4BIT,Religione Cattolica,2023-12-19,7.4,pratico
Ricci,Rita,3BIT,Sistemi e Reti,2024-05-13,7.5,scritto
Bajamonti,Tonino,3BIT,Scienze Motorie e Sportive,2023-09-25,9.5,scritto
Gemito,Ludovico,3BIT,Storia,2023-11-15,8.6,pratico
Staglieno,Pierluigi,5CIT,Matematica,2023-11-06,3.5,pratico
Simeoni,Mirco,4BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2023-10-02,7.9,scritto
Caffarelli,Luca,4BIT,Lingua Inglese,2024-05-18,9.4,orale
Ceri,Augusto,4BIT,Sistemi e Reti,2023-12-26,6.3,scritto
Cipolla,Federica,3BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2023-11-08,7.0,scritto
Fantoni,Alphons,5CIT,Storia,2023-10-01,3.7,orale
Nicoletti,Roberta,3BIT,Lingua Inglese,2024-05-23,6.5,pratico
Schiavo,Amedeo,5CIT,Informatica,2024-06-04,3.1,orale
Cremonesi,Irma,3BIT,Sistemi e Reti,2024-01-31,5.2,orale
Bonaventura,Cecilia,4BIT,Gestione Progetto e Organizzazione d'Impresa,2023-10-02,7.8,scritto
Pavanello,Marta,5CIT,Scienze Motorie e Sportive,2024-03-23,4.4,pratico
Carfagna,Zaira,4BIT,Storia,2024-02-16,8.7,pratico
Campise,Liberto,3BIT,Storia,2023-10-04,5.2,orale
Gianetti,Elisa,4BIT,Gestione Progetto e Organizzazione d'Impresa,2023-09-23,3.7,orale
Gonzaga,Ettore,5CIT,Matematica,2024-02-29,4.7,orale
Tommaseo,Letizia,5CIT,Lingua Inglese,2024-05-24,3.9,scritto
Cremonesi,Irma,3BIT,Religione Cattolica,2024-06-06,5.5,scritto
Caffarelli,Luca,4BIT,Religione Cattolica,2023-09-25,5.5,orale
Pontecorvo,Mirko,5CIT,Religione Cattolica,2024-05-23,6.3,orale
Lippomano,Alessandro,4BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-03-12,4.7,orale
Carfagna,Zaira,4BIT,Gestione Progetto e Organizzazione d'Impresa,2023-12-16,5.4,orale
Nicoletti,Roberta,3BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2023-09-26,3.5,scritto
Rubbia,Domenico,3BIT,Informatica,2023-10-29,4.1,scritto
Natta,Ludovico,5CIT,Lingua e Letteratura Italiana,2024-04-20,3.8,scritto
Rubbia,Domenico,3BIT,Informatica,2024-05-21,5.8,scritto
Mezzetta,Marcello,4BIT,Matematica,2023-10-18,8.5,orale
Fantoni,Alphons,5CIT,Religione Cattolica,2023-10-08,3.4,orale
Monte,Berenice,3BIT,Lingua e Letteratura Italiana,2024-04-05,9.8,scritto
Zacchia,Romina,4BIT,Sistemi e Reti,2023-12-17,5.6,pratico
Staglieno,Pierluigi,5CIT,Storia,2024-01-02,7.3,scritto
Zacchia,Romina,4BIT,Matematica,2024-02-06,3.1,pratico
Boito,Carla,5CIT,Scienze Motorie e Sportive,2024-01-17,7.0,pratico
Sgarbi,Fortunata,5CIT,Religione Cattolica,2024-03-18,4.4,scritto
Carocci,Emma,5CIT,Lingua Inglese,2024-02-23,7.2,pratico
Caffarelli,Luca,4BIT,Religione Cattolica,2024-05-25,3.3,pratico
Bajardi,Arturo,5CIT,Lingua Inglese,2024-04-18,6.1,pratico
Delle,Fulvio,5CIT,Scienze Motorie e Sportive,2024-02-04,5.3,scritto
Roero,Alberto,4BIT,Storia,2024-04-30,3.5,scritto
Gentilini,Lina,3BIT,Religione Cattolica,2023-10-04,3.1,scritto
Dossetti,Liberto,4BIT,Lingua e Letteratura Italiana,2024-03-13,3.4,orale
Cimini,Tatiana,5CIT,Informatica,2024-02-01,6.6,pratico
Mezzetta,Marcello,4BIT,Lingua e Letteratura Italiana,2023-11-24,3.1,orale
Pavanello,Marta,5CIT,Storia,2024-02-03,4.1,scritto
Cafarchia,Alessandro,3BIT,Scienze Motorie e Sportive,2023-11-27,5.7,scritto
Natta,Ludovico,5CIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-05-23,8.8,pratico
Dossetti,Liberto,4BIT,Religione Cattolica,2023-10-25,5.5,scritto
Gemito,Ludovico,3BIT,Informatica,2023-11-25,6.9,pratico
Marrone,Lisa,3BIT,Scienze Motorie e Sportive,2024-05-14,5.3,pratico
Monaco,Graziano,3BIT,Matematica,2023-09-28,4.7,scritto
Satriani,Fulvio,4BIT,Sistemi e Reti,2024-05-28,4.3,pratico
Versace,Mattia,4BIT,Lingua e Letteratura Italiana,2024-02-25,4.0,scritto
Benedetti,Sophia,3BIT,Lingua e Letteratura Italiana,2024-03-06,8.5,orale
Boito,Carla,5CIT,Informatica,2024-01-07,4.6,orale
Rubbia,Domenico,3BIT,Lingua e Letteratura Italiana,2023-11-08,4.5,scritto
Satriani,Fulvio,4BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-05-05,4.6,orale
Pennetta,Griselda,5CIT,Religione Cattolica,2023-10-16,9.8,scritto
Coardi,Franco,4BIT,Lingua Inglese,2023-11-15,5.3,orale
Trentini,Matilda,4BIT,Gestione Progetto e Organizzazione d'Impresa,2024-05-19,6.5,pratico
Casini,Valentina,3BIT,Matematica,2023-09-27,4.2,orale
Tamburini,Gemma,4BIT,Lingua Inglese,2024-03-23,7.3,pratico
Taliani,Maurizio,4BIT,Gestione Progetto e Organizzazione d'Impresa,2023-12-09,6.2,scritto
Valier,Carmelo,4BIT,Religione Cattolica,2023-09-16,9.9,orale
Benedetti,Sophia,3BIT,Storia,2024-02-25,3.3,orale
Mezzetta,Marcello,4BIT,Scienze Motorie e Sportive,2023-12-04,6.1,pratico
Boito,Carla,5CIT,Religione Cattolica,2024-04-18,7.4,pratico
Roero,Alberto,4BIT,Lingua Inglese,2023-12-03,4.3,pratico
Seddio,Germana,3BIT,Sistemi e Reti,2024-02-13,5.1,pratico
Anichini,Marcella,5CIT,Storia,2024-04-26,4.0,scritto
Blasi,Mirko,4BIT,Lingua Inglese,2024-04-18,9.5,orale
Monte,Berenice,3BIT,Lingua e Letteratura Italiana,2024-06-02,3.8,orale
Cremonesi,Irma,3BIT,Matematica,2024-01-02,3.2,orale
Soranzo,Raffaellino,4BIT,Lingua Inglese,2024-01-05,5.9,orale
Natta,Ludovico,5CIT,Scienze Motorie e Sportive,2024-03-11,9.1,pratico
Sgarbi,Fortunata,5CIT,Scienze Motorie e Sportive,2023-10-15,9.1,orale
Vianello,Ezio,4BIT,Informatica,2023-09-28,9.9,scritto
Montalcini,Niccolò,5CIT,Religione Cattolica,2024-04-07,9.8,orale
Pezzali,Saverio,5CIT,Scienze Motorie e Sportive,2024-02-29,4.3,orale
Gemito,Ludovico,3BIT,Storia,2023-11-01,4.5,pratico
Matteotti,Patrizia,3BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-02-11,4.9,pratico
Cafarchia,Alessandro,3BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-03-02,7.4,orale
Forza,Hugo,3BIT,Informatica,2024-04-01,7.8,pratico
Sgarbi,Fortunata,5CIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-03-21,4.6,scritto
Carfagna,Zaira,4BIT,Scienze Motorie e Sportive,2024-01-25,4.6,pratico
Soranzo,Raffaellino,4BIT,Matematica,2023-09-17,7.1,scritto
Zacchia,Romina,4BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-02-22,4.9,scritto
Zaccardo,Sandro,5CIT,Religione Cattolica,2023-09-18,8.4,pratico
Tamburini,Gemma,4BIT,Lingua Inglese,2023-09-25,3.4,scritto
Monaco,Graziano,3BIT,Sistemi e Reti,2024-01-20,8.1,pratico
Simeoni,Mirco,4BIT,Lingua e Letteratura Italiana,2024-01-23,5.4,scritto
Nicoletti,Roberta,3BIT,Scienze Motorie e Sportive,2024-04-26,6.4,pratico
Pontecorvo,Mirko,5CIT,Sistemi e Reti,2023-12-11,9.0,scritto
Alfieri,Ivan,3BIT,Gestione Progetto e Organizzazione d'Impresa,2023-09-29,4.5,orale
Nicoletti,Roberta,3BIT,Religione Cattolica,2023-09-27,8.0,scritto
Forza,Hugo,3BIT,Sistemi e Reti,2023-11-26,9.6,orale
Marrone,Lisa,3BIT,Scienze Motorie e Sportive,2024-04-16,7.7,scritto
Monaco,Graziano,3BIT,Lingua e Letteratura Italiana,2024-03-23,8.7,orale
Soranzo,Raffaellino,4BIT,Sistemi e Reti,2023-10-26,9.9,pratico
Casini,Valentina,3BIT,Storia,2023-12-19,6.6,scritto
Staglieno,Pierluigi,5CIT,Sistemi e Reti,2023-09-21,7.0,pratico
Alighieri,Gabriele,5CIT,Storia,2023-09-23,6.0,orale
Ricci,Rita,3BIT,Gestione Progetto e Organizzazione d'Impresa,2023-10-30,9.2,scritto
Zaccardo,Sandro,5CIT,Informatica,2024-01-28,5.4,pratico
Fantoni,Alphons,5CIT,Lingua e Letteratura Italiana,2023-09-28,3.0,pratico
Simeoni,Mirco,4BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-05-27,3.1,pratico
Cafarchia,Alessandro,3BIT,Religione Cattolica,2023-10-14,6.5,pratico
Schiavo,Amedeo,5CIT,Gestione Progetto e Organizzazione d'Impresa,2024-04-26,3.4,pratico
Alfieri,Ivan,3BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2023-10-29,3.1,pratico
Simeoni,Mirco,4BIT,Scienze Motorie e Sportive,2024-02-14,6.2,scritto
Pavanello,Marta,5CIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-06-03,5.9,orale
